index,pix,piy
0,0.1380044848685215,1.986798727276808e-05
1,0.14613927700702434,8.08018410933221e-05
2,0.14764642779331316,8.516640514927354e-05
3,0.1607000328026242,0.027206024242573203
4,0.19191022110357717,0.00010326722540586418
5,0.13680281480870787,1.0149818537368732e-05
6,0.21583971156824466,0.004066545000462485
7,0.6378584487833833,0.05159735706260065
8,0.7125243271082493,0.03340866284807313
9,0.7540668146304323,0.00018653424278269155
10,0.6712937911566366,0.16139349100114603
11,0.917030005037094,0.4345192686528493
12,0.29046842293635056,0.17978823084501902
13,0.23520778056171426,0.0015785123268097514
14,0.3496035535769278,0.001053914468129283
15,0.1940674556713767,0.00014599699009635981
16,0.11797038603082037,0.00018693737761513716
17,0.1297294091313787,7.356991196137881e-05
18,0.11446688117310692,0.0002930139724300367
19,0.11205005179719188,4.1390634116050686e-05
20,0.11254928187599748,0.00014762416944259926
21,0.11922297727221631,0.0001400686294902805
22,0.10739672487718244,1.8939136076396058e-05
23,0.11486586091437072,0.00014566877162777852
24,0.11681720773116927,0.00014991580336947463
25,0.26334584118105814,0.11420882312362483
26,0.2000673841185516,0.011608556804939824
27,0.25869849714119975,0.3339699690237414
28,0.1931858312001615,0.10866496767547533
29,0.26701928288506044,0.043965465669085824
30,0.21357468854966674,0.07057829367720976
31,0.6309864389792175,0.07159544900763731
32,0.1967484413323688,0.011501926735918228
33,0.2802292915344268,0.10822262382851656
34,0.38040181962351366,0.3905933796753678
35,0.6922437216921705,0.0011619091862126512
36,0.12761551697391965,5.427091902480482e-05
37,0.12218770297776231,0.00011502281142537853
38,0.1147511968298215,0.00015527365753843103
39,0.11117692365515763,6.474705586876753e-05
40,0.1039426217002275,0.0002673539118962597
41,0.10655134728473664,0.0002289698548023348
42,0.10921708964515994,0.0009224985792008855
43,0.11176509971335004,0.00017448654821900316
44,0.12553131874312085,0.0002139842590347349
45,0.12608260865537554,0.0004015742998994663
46,0.11756272181428586,0.0008813178596636146
47,0.16233594732251128,0.0008072943686093044
48,0.18995268079963654,0.05184405193240738
49,0.33963627223191123,2.4747408828988173
50,0.19316167811444215,0.010021010569182219
51,0.17899400364762838,0.0004891320274324275
52,0.4275729433523693,0.0453000419632835
